SMILES,Cp,Molar Mass (g/mol)
*Oc1ccc(C(=O)OCCCCCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1331.86,544.58
*CCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1321.81,452.49
*CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1408.38,550.68
*CCCOC(=O)c1ccc(NC(=O)CC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1232.75,382.36
*CCCOC(=O)c1ccc(NC(=O)CCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1272.03,410.42
*CCCOC(=O)c1ccc(NC(=O)CCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1289.72,424.44
*CCCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1336.41,466.52
*CCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1350.15,480.55
*CCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1386.96,522.62
*CCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1418.29,564.7
*CCCCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1350.15,480.55
*CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1427.72,578.73
*CCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1408.38,550.68
*CCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1436.7,592.75
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1363.12,494.57
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1375.37,508.6
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1408.38,550.68
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1418.29,564.7
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1445.27,606.78
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1453.45,620.81
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1468.75,648.86
*Oc1ccc(C(=O)OCCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1292.04,502.5
*Oc1cccc(C(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)c1,1149.47,344.31
*Oc1ccc2cc(C(*)=O)ccc2c1,1115.93,194.18
*Oc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,1159.01,480.41
*Oc1cccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)c1,1159.01,480.41
*Oc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(=O)Oc5ccc(OC(=O)c6cccc(C(*)=O)c6)cc5)cc4)cc3)cc2)cc1,1156.71,720.61
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,1201.31,598.58
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,1114.33,620.57
*Oc1ccc(C(=O)Oc2ccc(Cc3ccc(OC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,1169.36,570.53
*Oc1ccc(C(=O)Oc2ccc(C(=O)c3ccc(OC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,1150.55,584.51
*Oc1ccc(-c2ccc(OC(=O)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,1153.28,556.5
*Oc1ccc(C(=O)OCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1208.46,432.37
*Oc1ccc(C(=O)OCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1227.28,446.39
*Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1244.95,460.42
*Oc1ccc(C(=O)OCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1261.58,474.45
*Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1277.25,488.47
*Oc1ccc(C(=O)OCCCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1306.04,516.52
*Oc1ccc(C(=O)OCCCCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1319.29,530.55
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1-c1ccccc1,1152.06,272.29
*Oc1ccc2cc(C(*)=O)ccc2c1-c1ccccc1,1142.15,270.27
*OC1CCC(C2CCC(OC(=O)CCCCCCC(*)=O)CC2)CC1,1566.21,336.46
*OC1CCC(C2CCC(OC(=O)CCCCCCCC(*)=O)CC2)CC1,1575.86,350.48
*OC1CCC(C2CCC(OC(=O)CCCCCCCCC(*)=O)CC2)CC1,1584.77,364.51
*OC1CCC(C2CCC(OC(=O)CCCCCCCCCC(*)=O)CC2)CC1,1593.01,378.53
*OC1CCC(C2CCC(OC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,1600.67,392.56
*OC1CCC(C2CCC(OC(=O)CCCCCCCCCCCC(*)=O)CC2)CC1,1607.8,406.59
*OC1CCC(C2CCC(OC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,1614.46,420.61
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1Br,1090.31,275.09
*Oc1ccc2cc(C(*)=O)ccc2c1Br,1080.05,273.07
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCCCCCC)c(C(*)=O)cc2OCCCCCCCCCCCCCCCC)cc1,1606.85,721.04
*Oc1ccc(C(*)=O)cc1CCC,1374.58,162.18
*Oc1ccc(C(*)=O)cc1CCCCC,1438.4,190.23
*Oc1ccc(C(*)=O)cc1CCCCCC,1463.74,204.26
*Oc1ccc(C(*)=O)cc1CCCCCCCCCC,1537.78,260.36
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCC,1564.0,288.41
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCC,1585.57,316.47
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCCCC,1603.63,344.52
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCCCCCC,1618.97,372.57
*CCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,1207.38,344.35
*CCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,1252.58,372.4
*CCCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,1272.71,386.43
*CCCCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,1291.44,400.45
*CCCCCCCCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,1354.84,456.56
*CC(CC)(CC)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,1311.87,414.48
*CC(C)(C)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,1275.9,386.43
*CCCCCOC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,1374.11,336.37
*CCCCCCOC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,1391.45,350.4
*CCCCCCCCCCOC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,1448.86,406.5
*CC(C)(C)COC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,1377.77,336.37
*CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O*,1267.02,432.51
*CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O*,1248.91,418.49
*CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)c1cccc(C(=O)O*)c1,1267.02,432.51
*CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1cccc(C(=O)O*)c1,1248.91,418.49
*CC#CC#CCOC(=O)c1ccc(C(=O)O*)cc1,1126.38,240.2
*CCC(C)CC(=O)O*,1610.13,114.14
*Oc1ccc(-c2cc(OCCCCCC)c(-c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)cc2OCCCCCC)cc1,1386.2,592.7
*Oc1ccc(-c2cc(OCCCCCC)c(-c3ccc(OC(=O)c4cc(OCCCCCC)c(C(*)=O)cc4OCCCCCC)cc3)cc2OCCCCCC)cc1,1504.57,793.01
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)c(C)c3)CCCCC2)cc1C,1310.92,426.49
*Oc1ccc(C(*)=O)cc1Cl,1059.83,154.54
*C(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)N2CCN(*)CC2)cc1,1353.92,435.39
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccccc2)cc1,1182.8,332.3
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(Cl)cc2)cc1,1126.53,366.74
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(-c3ccccc3)cc2)cc1,1170.55,408.39
*Cc1c(C)c(C)c(CSC(=O)C(=O)S*)c(C)c1C,1358.42,281.42
*Cc1c(C)c(C)c(CSC(=O)CCC(=O)S*)c(C)c1C,1399.11,309.47
*Cc1c(C)c(C)c(CSC(=O)CCCCCCC(=O)S*)c(C)c1C,1461.76,365.57
*Cc1c(C)c(C)c(CSC(=O)c2ccccc2C(=O)S*)c(C)c1C,1307.05,357.51
*Cc1c(C)c(C)c(CSC(=O)c2cccc(C(=O)S*)c2)c(C)c1C,1307.05,357.51
*Cc1c(C)c(C)c(CSC(=O)c2ccc(C(=O)S*)cc2)c(C)c1C,1307.05,357.51
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(Br)cc2)cc1,1129.12,411.19
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(F)cc2)cc1,1195.73,350.29
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1,1232.77,450.47
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(Oc3ccccc3)cc2)cc1,1187.64,424.39
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(C3CCCCC3)cc2)cc1,1274.72,414.44
*Oc1ccc(OC(=O)Oc2ccc(C(*)=O)cc2)cc1,1194.52,256.2
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)C(=O)O*,1521.54,388.53
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O*,1540.78,416.58
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCC(=O)O*,1557.6,444.63
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCC(=O)O*,1572.42,472.68
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,1585.59,500.74
*OC1CCC(OC(=O)C(*)=O)CC1,1424.89,170.16
*Oc1ccc(-c2ccc(OC(=O)c3cc(OCCCCCC)c(C(*)=O)cc3OCCCCCC)cc2)cc1,1425.84,516.61
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1192.82,704.57
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1192.82,704.57
*Oc1ccc(C(=O)Nc2cc(C(c3ccc(C)c(NC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)c3)(C(F)(F)F)C(F)(F)F)ccc2C)cc1,1230.52,732.62
*Oc1ccc(C(=O)Nc2cc(C(c3ccc(C)c(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)c3)(C(F)(F)F)C(F)(F)F)ccc2C)cc1,1230.52,732.62
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(C)(c3ccc(C(*)=O)cc3)CC4(C)C)cc2)cc1,1290.56,516.61
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CC3CC2C2CCCC32)cc1,1243.06,450.51
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3ccc(C(*)=O)cc3)c(Br)c2)cc1Br,1105.88,673.94
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cccc(C(*)=O)c3)c(Br)c2)cc1Br,1105.88,673.94
*c1cc(Br)c(OC(=O)c2ccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)cc2)c(Br)c1,1059.29,763.98
*Oc1cc(OC(=O)c2ccc(OCC)cc2)c(OC(=O)c2ccc(OC(=O)CCCCCCC(=O)Oc3ccc(C(*)=O)cc3)cc2)cc1OC(=O)c1ccc(OCC)cc1,1309.26,816.78
*Oc1cc(OC(=O)c2ccc(OCCCCC)cc2)c(OC(=O)c2ccc(OC(=O)CCCCCCCCC(=O)Oc3ccc(C(*)=O)cc3)cc2)cc1OC(=O)c1ccc(OCCCCC)cc1,1369.43,928.99
*Oc1cc(OC(=O)c2ccc(OCC)cc2)c(OC(=O)c2ccc(OC(=O)CCCCCCCCC(=O)Oc3ccc(C(*)=O)cc3)cc2)cc1OC(=O)c1ccc(OCC)cc1,1325.8,844.83
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,1314.84,310.33
*Oc1ccc(/C=C2\CC/C(=C\c3ccc(OC(=O)c4ccc(/N=C/c5ccc(/C=N/c6ccc(C(*)=O)cc6)cc5)cc4)cc3)C2=O)cc1,1185.69,652.67
*Oc1ccc(/C=C2\CC/C(=C\c3ccc(OC(=O)c4ccc(/N=C/c5ccc(/C=N/c6ccc(C(*)=O)cc6)cc5)cc4)c(OC)c3)C2=O)cc1OC,1244.39,712.73
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4ccc(/N=C/c5ccc(/C=N/c6ccc(C(*)=O)cc6)cc5)cc4)cc3)C2=O)cc1,1198.77,666.7
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4ccc(/N=C/c5ccc(/C=N/c6ccc(C(*)=O)cc6)cc5)cc4)c(OC)c3)C2=O)cc1OC,1255.26,726.75
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3ccccc3-c3ccccc3C(*)=O)cc2)cc1,1175.76,496.53
*Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC(=O)CCCCCCC(*)=O)c(CC)c3)cc2)cc1CC,1454.38,508.63
*Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC(=O)CCCCCC(*)=O)c(CC)c3)cc2)cc1CC,1444.37,494.6
*Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC(=O)CCCCCCCCC(*)=O)c(C)c3)cc2)cc1C,1454.38,508.63
*Cc1ccc(-c2ccc(CSC(=O)C(=O)S*)cc2)cc1,1098.95,300.4
*Cc1ccc(-c2ccc(CSC(=O)CCC(=O)S*)cc2)cc1,1159.45,328.45
*Cc1ccc(-c2ccc(CSC(=O)CCCCC(=O)S*)cc2)cc1,1210.43,356.5
*Cc1ccc(-c2ccc(CSC(=O)CCCCCCC(=O)S*)cc2)cc1,1253.98,384.55
*Cc1ccc(-c2ccc(CSC(=O)CCCCCCCCC(=O)S*)cc2)cc1,1291.6,412.6
*Cc1ccc(-c2ccc(CSC(=O)c3ccccc3C(=O)S*)cc2)cc1,1102.61,376.49
*Cc1ccc(-c2ccc(CSC(=O)c3cccc(C(=O)S*)c3)cc2)cc1,1102.61,376.49
*Cc1ccc(-c2ccc(CSC(=O)c3ccc(C(=O)S*)cc3)cc2)cc1,1102.61,376.49
*CCOC(=O)c1ccc(/C(C#N)=C(\c2ccc(OC)cc2)N2CCC(*)CC2)cc1,1327.29,388.45
*COC(=O)c1ccc(/C(C#N)=C(\c2ccc(OC)cc2)N2CCCC(*)C2)cc1,1309.31,374.43
*/C(=C(\C#N)c1ccc(C(=O)OC2CCN(*)CC2)cc1)c1ccc(OC)cc1,1289.93,360.4
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C(*)=O)cc2OCCCCCCCCCCCC)cc1,1569.9,608.83
*CCCOC(=O)CCCCCCCCCCCC(=O)O*,1634.97,284.38
*SC(*)=S,711.75,76.15
*OC([2H])([2H])C([2H])([2H])OC(=O)c1c([2H])c([2H])c(C(*)=O)c([2H])c1[2H],1278.91,192.16
*Oc1ccc(/C=C/C=C/c2ccc(OC(=O)CCCCCC(*)=O)cc2)cc1,1428.26,362.41
*Oc1ccc(/C=C/C=C/c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,1442.39,376.43
*Oc1ccc(/C=C/C=C/c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,1455.5,390.46
*Oc1ccc(/C=C/C=C/c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1467.7,404.48
*Oc1ccc(/C=C/C=C/c2ccc(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,1482.08,390.46
*Oc1ccc(/C=C/C=C/c2ccc(OC(=O)CCCCCCCC(*)=O)c(C)c2)cc1C,1503.88,418.51
*CCCCCCCCCCOC(=O)CC/C=C/CCC(=O)O*,1676.31,310.42
*CCCCCCCCCCCCCCCCOC(=O)CC/C=C/CCC(=O)O*,1704.26,394.58
*CCCCCCCCCCCCCCCCOC(=O)C/C=C/CC(=O)O*,1696.37,366.52
*Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)c(C)c3)CC(C)CC(C)(C)C2)cc1C,1475.62,552.72
*Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)c(Br)c3)CC(C)CC(C)(C)C2)cc1Br,1214.51,812.19
*Oc1c(C)cc(C2CCC(C(C)(C)c3cc(C)c(OC(=O)c4ccc(C(*)=O)cc4)c(C)c3)CC2C)cc1C,1434.64,510.64
*Sc1ccc(-c2ccc(SC(=O)C(*)=O)cc2)cc1,1025.98,272.34
*Sc1ccc(-c2ccc(SC(=O)CCC(*)=O)cc2)cc1,1098.95,300.4
*Sc1ccc(-c2ccc(SC(=O)CCCCC(*)=O)cc2)cc1,1159.45,328.45
*Sc1ccc(-c2ccc(SC(=O)CCCCCCC(*)=O)cc2)cc1,1210.43,356.5
*Sc1ccc(-c2ccc(SC(=O)CCCCCCCCC(*)=O)cc2)cc1,1253.98,384.55
*Sc1ccc(-c2ccc(SC(=O)c3ccccc3C(*)=O)cc2)cc1,1045.87,348.44
*CCCCCCOC(=O)C/C=C/CC(=O)O*,1627.57,226.26
*CCCCCCCCOC(=O)C/C=C/CC(=O)O*,1647.4,254.32
*CCCCCCCCCCOC(=O)C/C=C/CC(=O)O*,1663.29,282.37
*CCCCCCCCCCCCOC(=O)C/C=C/CC(=O)O*,1676.31,310.42
*CCCCCCCCCCCCCCOC(=O)C/C=C/CC(=O)O*,1687.17,338.47
*CCCCCCOC(=O)CC/C=C/CCC(=O)O*,1647.4,254.32
*CCCCCCCCCCCCOC(=O)CC/C=C/CCC(=O)O*,1687.17,338.47
*CCCCCCCCCCCCCCOC(=O)CC/C=C/CCC(=O)O*,1696.37,366.52
*Oc1ccc(OC(=O)c2cc(OCCCCCCOCCCCC)c(C(*)=O)cc2OCCCCCCOCCCCC)cc1,1561.84,612.78
*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,1256.82,520.52
*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,1271.26,534.55
*Oc1ccc(C2(c3ccc(OC(=O)CCCCC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,1284.97,548.57
*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3cc(OC)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,1236.59,507.48
*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3cc(OC)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,1251.94,521.5
*Oc1cc(C(C)(C)c2ccccc2)c(OC(=O)c2cccc(C(*)=O)c2)cc1C(C)(C)c1ccccc1,1287.65,476.54
*Oc1cc(C(C)(C)c2ccccc2)c(OC(=O)c2ccc(C(*)=O)cc2)cc1C(C)(C)c1ccccc1,1287.65,476.54
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc21,1291.96,438.5
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc21,1291.96,438.5
*CCOC(=O)c1ccc(C(=O)O*)c2c1CC2,1335.75,218.2
*Oc1ccc(-c2ccc(OC(=O)c3cc(OCCCCCCCCCCCC)c(C(*)=O)cc3OCCCCCCCCCCCC)cc2)cc1,1519.59,684.92
*Oc1ccc(-c2ccc(OC(=O)c3cc(OCC(C)CC)c(C(*)=O)cc3OCC(C)CC)cc2)cc1,1405.33,488.56
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4ccc(-c5ccc(C(*)=O)cc5)cc4)cc3)C2=O)cc1,1235.47,512.53
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)C2=O)cc1,1256.12,436.44
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)C2=O)cc1,1256.12,436.44
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)CCCCC(*)=O)cc3)C2=O)cc1,1355.79,416.45
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)C2=O)cc1,1409.4,472.56
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4ccc(-c5ccc(C(*)=O)cc5)cc4)c(OC)c3)C2=O)cc1OC,1303.32,572.58
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(OC)c3)C2=O)cc1OC,1331.86,496.49
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)c4ccc(C(*)=O)cc4)c(OC)c3)C2=O)cc1OC,1331.86,496.49
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)CCCCC(*)=O)c(OC)c3)C2=O)cc1OC,1422.15,476.5
*Oc1ccc(/C=C2\CCC/C(=C\c3ccc(OC(=O)CCCCCCCCC(*)=O)c(OC)c3)C2=O)cc1OC,1462.73,532.61
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OCC)cc1,1352.34,467.5
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,1401.09,523.61
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1,1421.75,551.66
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OCCCCCC)cc1,1378.09,495.55
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,1440.41,579.71
*C(=O)c1ccc2c(c1)/C(=N\c1cccc(C(=O)c3cccc(/N=C4/OC(=O)c5ccc(*)cc54)c3)c1)OC2=O,1099.77,498.43
*C(=O)c1ccc2c(c1)/C(=N\c1cccc(S(=O)(=O)c3cccc(/N=C4/OC(=O)c5ccc(*)cc54)c3)c1)OC2=O,1061.14,534.49
*C(=O)c1ccc2c(c1)/C(=N\c1cccc(/N=C3/OC(=O)c4ccc(*)cc43)c1)OC2=O,1096.67,394.33
*C(=O)c1cccc(C(=O)c2ccc3c(c2)/C(=N\c2cccc(/N=C4\OC(=O)c5cc(*)ccc54)c2)OC3=O)c1,1099.77,498.43
*CCCCOC(=O)c1ccc(N/C=N/c2ccc(C(=O)O*)cc2)cc1,1244.99,350.36
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc([Si](C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1286.23,478.54
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc([Si](C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1174.66,500.54
*c1ccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(=O)Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,1195.07,568.58
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1208.68,602.68
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1122.0,624.67
*c1ccc(OC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(=O)Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,1143.93,692.71
*Oc1ccc(NC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)cc1,1237.7,359.39
*Oc1cccc(NC(=O)c2ccc([Si](C)(C)c3ccc(C(*)=O)cc3)cc2)c1,1237.7,359.39
*Oc1ccc(NC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(*)=O)cc3)cc2)cc1,1153.49,483.52
*Oc1cccc(OC(=O)c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc(C(*)=O)cc4)c3)cc2)c1,1159.01,480.41
